athlete_full_name,games_participations,first_game,athlete_year_birth,athlete_medals,athletes_age
Patrick ROEST,2,PyeongChang 2018,1995.0,"


3

S



1

B

",28
Davide GHIOTTO,2,PyeongChang 2018,1993.0,"


1

B

",30
Sven KRAMER,5,Turin 2006,1986.0,"


4

G



2

S



3

B

",37
Jorrit BERGSMA,3,Sochi 2014,1986.0,"


1

G



1

S



1

B

",37
Hallgeir ENGEBRAATEN,1,Beijing 2022,1999.0,"


1

G



1

B

",24
Isabelle WEIDEMANN,2,PyeongChang 2018,1995.0,"


1

G



1

S



1

B

",28
Natalia VORONINA,2,PyeongChang 2018,1994.0,"


1

B

",29
Martina SABLIKOVA,5,Turin 2006,1987.0,"


3

G



2

S



2

B

",36
Carlijn ACHTEREEKTE,2,PyeongChang 2018,1990.0,"


1

G

",33
Jaewon CHUNG,2,PyeongChang 2018,2001.0,"


2

S

",22
Seung Hoon LEE,4,Vancouver 2010,1988.0,"


2

G



3

S



1

B

",35
Zbigniew BRODKA,4,Vancouver 2010,1984.0,"


1

G



1

B

",39
Natalia CZERWONKA,4,Vancouver 2010,1988.0,"


1

S

",35
Erin JACKSON,2,PyeongChang 2018,1992.0,"


1

G

",31
Tingyu GAO,2,PyeongChang 2018,1997.0,"


1

G



1

B

",26
Joergen GRAABAK,3,Sochi 2014,1991.0,"


4

G



2

S

",32
Julian SCHMID,1,Beijing 2022,1999.0,"


1

S

",24
Alessandro PITTIN,5,Turin 2006,1990.0,"


1

B

",33
Johannes RYDZEK,4,Vancouver 2010,1991.0,"


2

G



1

S



1

B

",32
Vinzenz GEIGER,2,PyeongChang 2018,1997.0,"


2

G



1

S

",26
Jens Luraas OFTEBRO,1,Beijing 2022,2000.0,"


1

G



1

S

",23
Espen ANDERSEN,2,Sarajevo 1984,1993.0,"


1

G

",30
Yoshito WATABE,3,Sochi 2014,1991.0,"


1

B

",32
Akito WATABE,5,Turin 2006,1988.0,"


2

S



2

B

",35
Lukas GREIDERER,1,Beijing 2022,1993.0,"


1

B

",30
Espen BJOERNSTAD,1,Beijing 2022,1993.0,"


1

G

",30
Ryota YAMAMOTO,1,Beijing 2022,1997.0,"


1

B

",26
Manuel FAISST,1,Beijing 2022,1993.0,"


1

S

",30
Mario SEIDL,2,PyeongChang 2018,1992.0,"


1

B

",31
Jarl Magnus RIIBER,2,PyeongChang 2018,1997.0,"


1

S

",26
Hideaki NAGAI,3,Sochi 2014,1983.0,"


1

B

",40
Mariama JAMANKA,2,PyeongChang 2018,1990.0,"


1

G



1

S

",33
Kaillie HUMPHRIES,4,Vancouver 2010,1985.0,"


3

G



1

B

",38
Christine DE BRUIN,2,PyeongChang 2018,1989.0,"


1

B

",34
Elana MEYERS TAYLOR,4,Vancouver 2010,1984.0,"


3

S



2

B

",39
Laura NOLTE,1,Beijing 2022,1998.0,"


1

G

",25
Yulia KARIMOVA,1,Tokyo 2020,1994.0,"


1

B

",29
Nina CHRISTEN,2,Rio 2016,1994.0,"


1

G



1

B

",29
Mary Carolynn TUCKER,1,Tokyo 2020,2001.0,"


1

S

",22
Eglys CRUZ,5,Athens 2004,1980.0,"


1

B

",43
Snjezana PEJCIC,4,Beijing 2008,1982.0,"


1

B

",41
Yulia ZYKOVA,1,Tokyo 2020,1995.0,"


1

S

",28
Sergey KAMENSKIY,2,Rio 2016,1987.0,"


2

S

",36
Serhiy KULISH,3,London 2012,1993.0,"


1

S

",30
Milenko SEBIC,2,Rio 2016,1984.0,"


1

B

",39
Leuris PUPO,6,Sydney 2000,1977.0,"


1

G



1

S

",46
Jean QUIQUAMPOIX,2,Rio 2016,1995.0,"


1

G



1

S

",28
Christian REITZ,4,Beijing 2008,1987.0,"


1

G



1

B

",36
Yuehong LI,2,Rio 2016,1989.0,"


2

B

",34
Lihao SHENG,1,Tokyo 2020,2004.0,"


1

S

",19
William SHANER,1,Tokyo 2020,2001.0,"


1

G

",22
Haoran YANG,2,Rio 2016,1996.0,"


1

G



1

B

",27
Vladimir MASLENNIKOV,2,Rio 2016,1994.0,"


1

B

",29
Lucas KOZENIESKY,2,Rio 2016,1995.0,"


1

S

",28
Qian YANG,1,Tokyo 2020,2000.0,"


2

G

",23
Anastasiia GALASHINA,1,Tokyo 2020,1997.0,"


1

S



1

B

",26
Josip GLASNOVIC,3,Beijing 2008,1983.0,"


1

G

",40
Gian Marco BERTI,1,Tokyo 2020,1982.0,"


1

S

",41
Jiri LIPTAK,2,London 2012,1982.0,"


1

G

",41
Alberto FERNANDEZ,4,Beijing 2008,1983.0,"


1

G

",40
Brian BURROWS,1,Tokyo 2020,1988.0,"


1

B

",35
Matthew John COWARD HOLLEY,1,Tokyo 2020,1994.0,"


1

B

",29
David KOSTELECKY,6,Atlanta 1996,1975.0,"


1

G



1

S

",48
Alexey ALIPOV,6,Sydney 2000,1975.0,"


1

G



1

B

",48
Amber ENGLISH,1,Tokyo 2020,1989.0,"


1

G

",34
Meng WEI,2,Rio 2016,1989.0,"


1

B

",34
Chiara CAINERO,5,Athens 2004,1978.0,"


1

G



1

S

",45
Diana BACOSI,2,Rio 2016,1983.0,"


1

G



1

S

",40
Danka BARTEKOVA,4,Beijing 2008,1984.0,"


1

B

",39
Fatima GALVEZ,3,London 2012,1987.0,"


1

G

",36
Jessica ROSSI,3,London 2012,1992.0,"


1

G

",31
Zuzana STEFECEKOVA,3,Beijing 2008,1984.0,"


1

G



2

S

",39
Madelynn Ann BERNAU,1,Tokyo 2020,1998.0,"


1

B

",25
Natalie ROONEY,2,Rio 2016,1988.0,"


1

S

",35
Kayle BROWNING,1,Tokyo 2020,1992.0,"


1

S

",31
Alessandra PERILLI,3,London 2012,1988.0,"


1

S



1

B

",35
Satu MAKELA-NUMMELA,4,Beijing 2008,1970.0,"


1

G

",53
Vitalina BATSARASHKINA,2,Rio 2016,1996.0,"


2

G



2

S

",27
Monika KARSCH,2,Rio 2016,1982.0,"


1

S

",41
Olena KOSTEVYCH,5,Athens 2004,1985.0,"


1

G



3

B

",38
Ranxin JIANG,1,Tokyo 2020,2000.0,"


1

G



1

B

",23
Celine GOBERVILLE,3,London 2012,1986.0,"


1

S

",37
Anna KORAKAKI,2,Rio 2016,1996.0,"


1

G



1

B

",27
Heidi DIETHELM GERBER,3,London 2012,1969.0,"


1

B

",54
Gundegmaa OTRYAD,7,Atlanta 1996,1978.0,"


1

S

",45
Nino SALUKVADZE,9,Seoul 1988,1969.0,"


1

G



1

S



1

B

",54
Antoaneta BONEVA,3,London 2012,1986.0,"


1

S

",37
Minjung KIM,2,Rio 2016,1997.0,"


1

S

",26
Jiaruixuan XIAO,1,Tokyo 2020,2002.0,"


1

B

",21
Felipe Almeida WU,2,Rio 2016,1992.0,"


1

S

",31
Jong Oh JIN,5,Athens 2004,1979.0,"


4

G



2

S

",44
Javad FOROUGHI,1,Tokyo 2020,1979.0,"


1

G

",44
Xuan Vinh HOANG,3,London 2012,1974.0,"


1

G



1

S

",49
Artem CHERNOUSOV,1,Tokyo 2020,1996.0,"


1

S

",27
Damir MIKEC,4,Beijing 2008,1984.0,"


1

S

",39
Wei PANG,4,Beijing 2008,1986.0,"


2

G



2

B

",37
Oleh OMELCHUK,4,Beijing 2008,1983.0,"


1

B

",40
Gabriele ROSSETTI,2,Rio 2016,1995.0,"


1

G

",28
Vincent HANCOCK,4,Beijing 2008,1989.0,"


3

G

",34
Jesper HANSEN,3,London 2012,1980.0,"


1

S

",43
Jack LAUGHER,3,London 2012,1995.0,"


1

G



1

S



1

B

",28
Siyi XIE,1,Tokyo 2020,1996.0,"


2

G

",27
Andrew CAPOBIANCO,1,Tokyo 2020,1999.0,"


1

S

",24
Patrick HAUSDING,4,Beijing 2008,1989.0,"


1

S



2

B

",34
Evgenii KUZNETSOV,3,London 2012,1990.0,"


1

S

",33
Zongyuan WANG,1,Tokyo 2020,2001.0,"


1

G



1

S

",22
Pandelela PAMG,4,Beijing 2008,1993.0,"


1

S



1

B

",30
Hongchan QUAN,1,Tokyo 2020,2007.0,"


1

G

",16
Yuxi CHEN,1,Tokyo 2020,2005.0,"


1

G



1

S

",18
Delaney SCHNELL,1,Tokyo 2020,1998.0,"


1

S

",25
Gabriela Belem AGUNDEZ GARCIA,1,Tokyo 2020,2000.0,"


1

B

",23
Jun Hoong CHEONG,3,London 2012,1990.0,"


1

S

",33
Alejandra OROZCO,3,London 2012,1997.0,"


1

S



1

B

",26
Meaghan BENFEITO,4,Beijing 2008,1989.0,"


3

B

",34
Melissa WU,4,Beijing 2008,1992.0,"


1

S



1

B

",31
Aleksandr BONDAR,1,Tokyo 2020,1993.0,"


1

B

",30
Viktor MINIBAEV,3,London 2012,1991.0,"


1

B

",32
Thomas DALEY,4,Beijing 2008,1994.0,"


1

G



3

B

",29
Jian YANG,1,Tokyo 2020,1994.0,"


1

S

",29
Yuan CAO,3,London 2012,1995.0,"


3

G



1

S



1

B

",28
Ivan GARCIA,3,London 2012,1993.0,"


1

S

",30
Krysta PALMER,1,Tokyo 2020,1992.0,"


1

B

",31
Tingmao SHI,2,Rio 2016,1991.0,"


4

G

",32
Jennifer ABEL,4,Beijing 2008,1991.0,"


1

S



1

B

",32
Anabelle SMITH,3,London 2012,1993.0,"


1

B

",30
Tina PUNZEL,2,Rio 2016,1995.0,"


1

B

",28
Han WANG,1,Tokyo 2020,1991.0,"


1

G



1

S

",32
Anastasiia CHETVERIKOVA,1,Tokyo 2020,1998.0,"


1

S

",25
Katie VINCENT,1,Tokyo 2020,1996.0,"


1

B

",27
Liudmyla LUZAN,1,Tokyo 2020,1997.0,"


1

S



1

B

",26
Laurence VINCENT-LAPOINTE,1,Tokyo 2020,1992.0,"


1

S



1

B

",31
Nevin HARRISON,1,Tokyo 2020,2002.0,"


1

G

",21
Marta WALCZYKIEWICZ,3,London 2012,1987.0,"


1

S

",36
Emma JORGENSEN,2,Rio 2016,1996.0,"


1

S



2

B

",27
Teresa PORTELA,6,Sydney 2000,1982.0,"


1

S

",41
Anna KARASZ,1,Tokyo 2020,1991.0,"


1

G

",32
Lisa CARRINGTON,3,London 2012,1989.0,"


5

G



1

B

",34
Helena WISNIEWSKA,1,Tokyo 2020,1999.0,"


1

B

",24
Danuta KOZAK,4,Beijing 2008,1987.0,"


6

G



1

S



1

B

",36
Justyna ISKRZYCKA,1,Tokyo 2020,1997.0,"


1

B

",26
Volha KHUDZENKA,1,Tokyo 2020,1992.0,"


1

S

",31
Sabrina HERING,2,Rio 2016,1992.0,"


1

S

",31
Tamara CSIPES,2,Rio 2016,1989.0,"


2

G



1

S

",34
Maryna LITVINCHUK,1,Tokyo 2020,1988.0,"


1

S

",35
Caitlin RYAN,2,Rio 2016,1992.0,"


1

G

",31
Sebastian BRENDEL,3,London 2012,1988.0,"


3

G



1

B

",35
Isaquias QUEIROZ DOS SANTOS,2,Rio 2016,1994.0,"


1

G



2

S



1

B

",29
Fernando Dayan JORGE,2,Rio 2016,1998.0,"


1

G

",25
Serghei TARNOVSCHI,2,Rio 2016,1997.0,"


1

B

",26
Pengfei ZHENG,1,Tokyo 2020,1993.0,"


1

S

",30
Hao LIU,1,Tokyo 2020,1993.0,"


2

S

",30
Jean VAN DER WESTHUYZEN,1,Tokyo 2020,1998.0,"


1

G

",25
Thomas GREEN,1,Tokyo 2020,1999.0,"


1

G

",24
Jacob SCHOPF,1,Tokyo 2020,1999.0,"


1

S

",24
Adam VARGA,1,Tokyo 2020,1999.0,"


1

S

",24
Fernando PIMENTA,3,London 2012,1989.0,"


1

S



1

B

",34
Balint KOPASZ,2,Rio 2016,1997.0,"


1

G

",26
Roman ANOSHKIN,2,Rio 2016,1987.0,"


1

B

",36
Josef DOSTAL,3,London 2012,1993.0,"


1

S



3

B

",30
Saul CRAVIOTTO,4,Beijing 2008,1984.0,"


2

G



2

S



1

B

",39
Carlos AREVALO LOPEZ,1,Tokyo 2020,1993.0,"


1

S

",30
Liam HEATH,3,London 2012,1984.0,"


1

G



1

S



2

B

",39
Mark DE JONGE,3,London 2012,1984.0,"


1

B

",39
Maxime BEAUMONT,3,London 2012,1982.0,"


1

S

",41
Manfredi RIZZA,2,Rio 2016,1991.0,"


1

S

",32
Sandor TOTKA,2,Rio 2016,1994.0,"


1

G

",29
Anna VAN DER BREGGEN,2,Rio 2016,1990.0,"


1

G



2

B

",33
Marianne VOS,4,Beijing 2008,1987.0,"


2

G

",36
Marlen REUSSER,1,Tokyo 2020,1991.0,"


1

S

",32
Annemiek VAN VLEUTEN,3,London 2012,1982.0,"


1

G



1

S

",41
Lisa BRENNAUER,3,London 2012,1988.0,"


1

G

",35
Elisa LONGO BORGHINI,2,Rio 2016,1991.0,"


2

B

",32
Olga ZABELINSKAYA,3,London 2012,1980.0,"


1

S



2

B

",43
Chloe DYGERT,2,Rio 2016,1997.0,"


1

S



1

B

",26
Anna KIESENHOFER,1,Tokyo 2020,1991.0,"


1

G

",32
Lisa KLEIN,1,Tokyo 2020,1996.0,"


1

G

",27
Filippo GANNA,2,Rio 2016,1996.0,"


1

G

",27
Primoz ROGLIC,2,Rio 2016,1989.0,"


1

G

",34
Rohan DENNIS,3,London 2012,1990.0,"


1

S



1

B

",33
Geraint THOMAS,4,Beijing 2008,1986.0,"


2

G

",37
Tom DUMOULIN,2,Rio 2016,1990.0,"


2

S

",33
Wout VAN AERT,1,Tokyo 2020,1994.0,"


1

S

",29
Rigoberto URAN,4,Beijing 2008,1987.0,"


1

S

",36
Greg VAN AVERMAET,3,London 2012,1985.0,"


1

G

",38
Rafal MAJKA,2,Rio 2016,1989.0,"


1

B

",34
Tadej POGACAR,1,Tokyo 2020,1998.0,"


1

B

",25
Richard CARAPAZ,1,Tokyo 2020,1993.0,"


1

G

",30
Jakob FUGLSANG,4,Beijing 2008,1985.0,"


1

S

",38
Lorenzo SOTOMAYOR COLLAZO,2,Rio 2016,1985.0,"


1

S

",38
Roniel IGLESIAS,4,Beijing 2008,1988.0,"


2

G



1

B

",35
Andrei ZAMKOVOI,1,Tokyo 2020,1987.0,"


1

B

",36
Aidan WALSH,1,Tokyo 2020,1997.0,"


1

B

",26
Pat MCCORMACK,2,Rio 2016,1995.0,"


1

S

",28
Hebert SOUSA,1,Tokyo 2020,1998.0,"


1

G

",25
Eumir MARCIAL,1,Tokyo 2020,1995.0,"


1

B

",28
Oleksandr KHYZHNIAK,1,Tokyo 2020,1995.0,"


1

S

",28
Gleb BAKSHI,1,Tokyo 2020,1995.0,"


1

B

",28
Bakhodir JALOLOV,2,Rio 2016,1994.0,"


1

G

",29
Kamshybek KUNKABAYEV,1,Tokyo 2020,1991.0,"


1

B

",32
Richard TORREZ JR,1,Tokyo 2020,1999.0,"


1

S

",24
Frazer CLARKE,1,Tokyo 2020,1991.0,"


1

B

",32
Imam KHATAEV,1,Tokyo 2020,1994.0,"


1

B

",29
Loren Berto ALFONSO DOMINGUEZ,1,Tokyo 2020,1995.0,"


1

B

",28
Benjamin WHITTAKER,1,Tokyo 2020,1997.0,"


1

S

",26
Arlen LOPEZ,2,Rio 2016,1993.0,"


2

G

",30
Duke RAGAN,1,Tokyo 2020,1997.0,"


1

S

",26
Lazaro ALVAREZ ESTRADA,3,London 2012,1991.0,"


3

B

",32
Samuel TAKYI,1,Tokyo 2020,2000.0,"


1

B

",23
Albert BATYRGAZIEV,1,Tokyo 2020,1998.0,"


1

G

",25
Muslim GADZHIMAGOMEDOV,1,Tokyo 2020,1997.0,"


1

S

",26
Abner TEIXEIRA,1,Tokyo 2020,1996.0,"


1

B

",27
Vassiliy LEVIT,2,Rio 2016,1988.0,"


1

S

",35
David NYIKA,1,Tokyo 2020,1995.0,"


1

B

",28
Julio LA CRUZ PERAZA,1,Tokyo 2020,1989.0,"


1

G

",34
Lauren PRICE,1,Tokyo 2020,1994.0,"


1

G

",29
Zenfira MAGOMEDALIEVA,1,Tokyo 2020,1988.0,"


1

B

",35
Qian LI,2,Rio 2016,1990.0,"


1

S



1

B

",33
Nouchka FONTIJN,2,Rio 2016,1987.0,"


1

S



1

B

",36
Beatriz FERREIRA,1,Tokyo 2020,1992.0,"


1

S

",31
Kellie Anne HARRINGTON,1,Tokyo 2020,1989.0,"


1

G

",34
Sudaporn SEESONDEE,1,Tokyo 2020,1991.0,"


1

B

",32
Mira POTKONEN,2,Rio 2016,1980.0,"


2

B

",43
Oshae JONES,1,Tokyo 2020,1998.0,"


1

B

",25
Hong GU,1,Tokyo 2020,1988.0,"


1

S

",35
Busenaz SURMENELI,1,Tokyo 2020,1998.0,"


1

G

",25
Lovlina BORGOHAIN,1,Tokyo 2020,1997.0,"


1

B

",26
Tsukimi NAMIKI,1,Tokyo 2020,1998.0,"


1

B

",25
MC Mary KOM,2,London 2012,1983.0,"


1

B

",40
Stoyka Zhelyazkova KRASTEVA,1,Tokyo 2020,1985.0,"


1

G

",38
Ingrit VALENCIA VICTORIA,2,Rio 2016,1988.0,"


1

B

",35
Buse Naz CAKIROGLU,1,Tokyo 2020,1996.0,"


1

S

",27
Hsiao-Wen HUANG,1,Tokyo 2020,1997.0,"


1

B

",26
Yoel Segundo FINOL,2,Rio 2016,1996.0,"


1

S

",27
Shakhobidin ZOIROV,2,Rio 2016,1993.0,"


1

G

",30
Galal YAFAI,2,Rio 2016,1992.0,"


1

G

",31
Carlo PAALAM,1,Tokyo 2020,1998.0,"


1

S

",25
Ryomei TANAKA,1,Tokyo 2020,1993.0,"


1

B

",30
Jianguan HU,2,Rio 2016,1993.0,"


1

B

",30
Saken BIBOSSINOV,1,Tokyo 2020,1997.0,"


1

B

",26
Sena IRIE,1,Tokyo 2020,2000.0,"


1

G

",23
Nesthy PETECIO,1,Tokyo 2020,1992.0,"


1

S

",31
Irma TESTA,2,Rio 2016,1997.0,"


1

B

",26
Karriss ARTINGSTALL,1,Tokyo 2020,1994.0,"


1

B

",29
Harrison GARSIDE,1,Tokyo 2020,1997.0,"


1

B

",26
Keyshawn DAVIS,1,Tokyo 2020,1999.0,"


1

S

",24
Andy CRUZ,1,Tokyo 2020,1995.0,"


1

G

",28
Hovhannes BACHKOV,2,Rio 2016,1992.0,"


1

B

",31
Sofiane OUMIHA,2,Rio 2016,1994.0,"


1

S

",29
Kye WHYTE,1,Tokyo 2020,1999.0,"


1

S

",24
Niek KIMMANN,2,Rio 2016,1996.0,"


1

G

",27
Carlos Alberto RAMIREZ YEPES,2,Rio 2016,1994.0,"


2

B

",29
Connor FIELDS,3,London 2012,1992.0,"


1

G

",31
Mariana PAJÓN,3,London 2012,1991.0,"


2

G



1

S

",32
Laura SMULDERS,3,London 2012,1993.0,"


1

B

",30
Bethany SHRIEVER,1,Tokyo 2020,1999.0,"


1

G

",24
Merel SMULDERS,1,Tokyo 2020,1998.0,"


1

B

",25
Leonie PERIAULT,1,Tokyo 2020,1994.0,"


1

B

",29
Georgia TAYLOR-BROWN,1,Tokyo 2020,1994.0,"


1

G



1

S

",29
Taylor KNIBB,1,Tokyo 2020,1998.0,"


1

S

",25
Flora DUFFY,4,Beijing 2008,1987.0,"


1

G

",36
Katie ZAFERES,2,Rio 2016,1989.0,"


1

S



1

B

",34
Jessica LEARMONTH,1,Tokyo 2020,1988.0,"


1

G

",35
Vicky HOLLAND,3,London 2012,1986.0,"


1

B

",37
Cassandre BEAUGRAND,2,Rio 2016,1997.0,"


1

B

",26
Nicola SPIRIG HUG,5,Athens 2004,1982.0,"


1

G



1

S

",41
Kristian BLUMMENFELT,2,Rio 2016,1994.0,"


1

G

",29
Kevin MCDOWELL,1,Tokyo 2020,1992.0,"


1

S

",31
Alex YEE,1,Tokyo 2020,1998.0,"


1

G



1

S

",25
Vincent LUIS,3,London 2012,1989.0,"


1

B

",34
Hayden WILDE,1,Tokyo 2020,1997.0,"


1

B

",26
Jonathan BROWNLEE,3,London 2012,1990.0,"


1

G



1

S



1

B

",33
Dorian CONINX,2,Rio 2016,1994.0,"


1

B

",29
Henri SCHOEMAN,2,Rio 2016,1991.0,"


1

B

",32
Morgan PEARSON,1,Tokyo 2020,1993.0,"


1

S

",30
Javier GOMEZ NOYA,3,Beijing 2008,1983.0,"


1

S

",40
Carissa MOORE,1,Tokyo 2020,1992.0,"


1

G

",31
Bianca BUITENDAG,1,Tokyo 2020,1993.0,"


1

S

",30
Amuro TSUZUKI,1,Tokyo 2020,2001.0,"


1

B

",22
Long MA,3,London 2012,1988.0,"


5

G

",35
Timo BOLL,6,Sydney 2000,1981.0,"


2

S



2

B

",42
Zhendong FAN,1,Tokyo 2020,1997.0,"


1

G



1

S

",26
Tomokazu Harimoto,1,Tokyo 2020,2003.0,"


1

B

",20
Koki NIWA,3,London 2012,1994.0,"


1

S



1

B

",29
Dimitrij OVTCHAROV,4,Beijing 2008,1988.0,"


2

S



4

B

",35
Wai Yam Minnie SOO,1,Tokyo 2020,1998.0,"


1

B

",25
Petrissa SOLJA,2,Rio 2016,1994.0,"


1

S

",29
Meng CHEN,1,Tokyo 2020,1994.0,"


2

G

",29
Ying HAN,2,Rio 2016,1983.0,"


1

S

",40
I-Ching CHENG,2,Rio 2016,1992.0,"


1

B

",31
Mima ITO,2,Rio 2016,2000.0,"


1

G



1

S



2

B

",23
Hoi Kem DOO,2,Rio 2016,1996.0,"


1

B

",27
Kasumi ISHIKAWA,3,London 2012,1993.0,"


2

S



1

B

",30
Tianwei FENG,4,Beijing 2008,1986.0,"


1

S



2

B

",37
Hannes AIGNER,3,London 2012,1989.0,"


2

B

",34
Peter KAUZER,4,Beijing 2008,1983.0,"


1

S

",40
Jakub GRIGAR,2,Rio 2016,1997.0,"


1

S

",26
Jiri PRSKAVEC,2,Rio 2016,1993.0,"


1

G



1

B

",30
Luuka JONES,4,Beijing 2008,1988.0,"


1

S

",35
Mallory FRANKLIN,1,Tokyo 2020,1994.0,"


1

S

",29
Jessica FOX,3,London 2012,1994.0,"


1

G



1

S



2

B

",29
Andrea HERZOG,1,Tokyo 2020,1999.0,"


1

B

",24
Maialen CHOURRAUT,4,Beijing 2008,1983.0,"


1

G



1

S



1

B

",40
Ricarda FUNK,1,Tokyo 2020,1992.0,"


1

G

",31
Takuya HANEDA,4,Beijing 2008,1987.0,"


1

B

",36
Sideris TASIADIS,3,London 2012,1990.0,"


1

S



1

B

",33
Lukas ROHAN,1,Tokyo 2020,1995.0,"


1

S

",28
Matej BENUS,2,Rio 2016,1987.0,"


1

S

",36
Benjamin SAVSEK,3,London 2012,1987.0,"


1

G

",36
Sharon VAN ROUWENDAAL,3,London 2012,1993.0,"


1

G



1

S

",30
Kareena LEE,1,Tokyo 2020,1993.0,"


1

B

",30
Rachele BRUNI,2,Rio 2016,1990.0,"


1

S

",33
Ana Marcela CUNHA,3,Beijing 2008,1992.0,"


1

G

",31
Haley ANDERSON,3,London 2012,1991.0,"


1

S

",32
Marc-Antoine OLIVIER,2,Rio 2016,1996.0,"


1

B

",27
Ferry WEERTMAN,2,Rio 2016,1992.0,"


1

G

",31
Kristof RASOVSZKY,2,Rio 2016,1997.0,"


1

S

",26
Gregorio PALTRINIERI,3,London 2012,1994.0,"


1

G



1

S



1

B

",29
Florian WELLBROCK,2,Rio 2016,1997.0,"


1

G



1

B

",26
Dylan SCHMIDT,2,Rio 2016,1997.0,"


1

B

",26
Dmitrii USHAKOV,4,Beijing 2008,1988.0,"


1

S

",35
Dong DONG,4,Beijing 2008,1989.0,"


1

G



2

S



1

B

",34
Xueying ZHU,1,Tokyo 2020,1998.0,"


1

G

",25
Lingling LIU,1,Tokyo 2020,1994.0,"


1

S

",29
Bryony PAGE,2,Rio 2016,1990.0,"


1

S



1

B

",33
Rosannagh MACLENNAN,4,Beijing 2008,1988.0,"


2

G

",35
Daehoon LEE,3,London 2012,1992.0,"


1

S



1

B

",31
Hakan RECBER,1,Tokyo 2020,1999.0,"


1

B

",24
Bradly SINDEN,1,Tokyo 2020,1998.0,"


1

S

",25
Shuai ZHAO,2,Rio 2016,1995.0,"


1

G



1

B

",28
Saleh ELSHARABATY,1,Tokyo 2020,1998.0,"


1

S

",25
Seif EISSA,1,Tokyo 2020,1998.0,"


1

B

",25
Maksim KHRAMTCOV,1,Tokyo 2020,1998.0,"


1

G

",25
Milad BEIGI HARCHEGANI,2,Rio 2016,1991.0,"


1

B

",32
Toni KANAET,1,Tokyo 2020,1995.0,"


1

B

",28
Cheick Sallah Junior CISSE,2,Rio 2016,1993.0,"


1

G

",30
Vladislav LARIN,1,Tokyo 2020,1995.0,"


1

G

",28
Rafael CASTILLO,2,Rio 2016,1993.0,"


1

B

",30
Kyo Don IN,1,Tokyo 2020,1992.0,"


1

B

",31
Dejan GEORGIEVSKI,1,Tokyo 2020,1999.0,"


1

S

",24
Anthony Mylann OBAME,3,London 2012,1988.0,"


1

S

",35
Abdoulrazak ISSOUFOU ALFAGA,2,Rio 2016,1994.0,"


1

S

",29
Dabin LEE,1,Tokyo 2020,1996.0,"


1

S

",27
Bianca WALKDEN,2,Rio 2016,1991.0,"


2

B

",32
Milica MANDIC,3,London 2012,1991.0,"


2

G

",32
Shuyin ZHENG,2,Rio 2016,1994.0,"


1

G

",29
Althea LAURIN,1,Tokyo 2020,2001.0,"


1

B

",22
Matea JELIC,1,Tokyo 2020,1997.0,"


1

G

",26
Lauren WILLIAMS,1,Tokyo 2020,1999.0,"


1

S

",24
Ruth Marie Christelle GBAGBI,3,London 2012,1994.0,"


2

B

",29
Nur TATAR,3,London 2012,1992.0,"


1

S



1

B

",31
Paige MCPHERSON,3,London 2012,1990.0,"


1

B

",33
Hedaya WAHBA,3,London 2012,1993.0,"


2

B

",30
Tatiana KUDASHOVA,1,Tokyo 2020,1997.0,"


1

S

",26
Kimia Alizadeh Zenozi,2,Rio 2016,1998.0,"


1

B

",25
Hatice Kubra ILGUN,1,Tokyo 2020,1993.0,"


1

B

",30
Jade JONES,3,London 2012,1993.0,"


2

G

",30
Chia-Ling LO,1,Tokyo 2020,2001.0,"


1

B

",22
Mikhail ARTAMONOV,1,Tokyo 2020,1997.0,"


1

B

",26
Vito DELL'AQUILA,1,Tokyo 2020,2000.0,"


1

G

",23
Jun JANG,1,Tokyo 2020,2000.0,"


1

B

",23
Jingyu WU,4,Beijing 2008,1987.0,"


2

G

",36
Adriana CEREZO IGLESIAS,1,Tokyo 2020,2003.0,"


1

S

",20
Panipak WONGPATTANAKIT,2,Rio 2016,1997.0,"


1

G



1

B

",26
Tijana BOGDANOVIC,2,Rio 2016,1998.0,"


1

S



1

B

",25
Ethan MITCHELL,3,London 2012,1991.0,"


1

S

",32
Harrie LAVREYSEN,1,Tokyo 2020,1997.0,"


2

G



1

B

",26
Rayan HELAL,1,Tokyo 2020,1999.0,"


1

B

",24
Azizulhasni AWANG,4,Beijing 2008,1988.0,"


1

S



1

B

",35
Denis DMITRIEV,4,Beijing 2008,1986.0,"


1

B

",37
Jeffrey HOOGLAND,2,Rio 2016,1993.0,"


1

G



1

S

",30
Jason KENNY,4,Beijing 2008,1988.0,"


7

G



2

S

",35
Maximilian LEVY,4,Beijing 2008,1987.0,"


1

S



2

B

",36
Jack CARLIN,1,Tokyo 2020,1997.0,"


1

S



1

B

",26
Sam WEBSTER,2,Rio 2016,1991.0,"


1

S

",32
Sebastien VIGIER,1,Tokyo 2020,1997.0,"


1

B

",26
Matthijs BUCHLI,2,Rio 2016,1992.0,"


1

G



1

S

",31
Shanne BRASPENNINCX,1,Tokyo 2020,1991.0,"


1

G

",32
Shanju BAO,1,Tokyo 2020,1997.0,"


1

G

",26
Katy MARCHANT,2,Rio 2016,1993.0,"


1

B

",30
Kelsey MITCHELL,1,Tokyo 2020,1993.0,"


1

G

",30
Ellesse ANDREWS,1,Tokyo 2020,1999.0,"


1

S

",24
Anastasiia VOINOVA,2,Rio 2016,1993.0,"


1

S



1

B

",30
